ventana,cps,firmados_fin_de_semana,mediana_duracion_meses,pct_terminan_en_dic_2023,pct_terminan_despues_elecciones,cps_mismas_fechas_promedio_2024_2025,cps_durante_restriccion_territorial
30 días antes de 2023-06-29,2187,336,5.026694,47.965249,74.074074,324.000000,5
