anio,contratos_en_el_anio,meses_con_contrato,duracion_mediana_contrato,dias_espera_mediana,pct_renueva_90,mensual_profesional,mensual_apoyo,valor_anual_mediano_real
2025,1.433653,4.008214,3.285421,34.000000,74.016333,4047980.103982,2508585.164835,14028519.208816
