id_contrato,anio,entidad,subtipo_cps,rol_objeto,senales_familia,descripcion_del_proceso,url_secop,version_clasificacion,decision_cps_manual,subtipo_manual,evidencia_url,revisor,fecha_revision
CO1.PCCNTR.3340969,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTACION DE SERVICIOS COMO APOYO A LA GESTION PARA BRINDAR APOYO EN EL MANTENIMIENTO PREVENTIVO Y CORRECTIVO QUE SE REALIZA DESDE EL GRUPO DE TALLER DE LA SECRETARIA DE INFRAESTRUCTURA EN DESARROLLO DEL PROYECTO DE FORTALECIMIENTO INSTITUCIONAL Y MEJORAMIENTO CONTINUO DE LOS PROCESOS Y LAS POLITIC,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2644714&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3369153,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,ADICIONAL No. 1 EN VALOR Y TIEMPO DEL CONTRATO 0646-22 CUYO OBJETO ES: PRESTAR SUS SERVICIOS DE APOYO A LA GESTIÓN PARA A ELABORACIÓN DE PIEZAS INFORMATIVAS DESDE LA OFICINA ASESORA DE PRENSA Y PROTOCOLO DEL DISTRITO DE BARRANCABERMEJA; EN EL MARCO DEL PROYECTO FORTALECIMIENTO DE LA ESTRATEGIA DE CO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2668669&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3386956,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTAR SERVICIOS COMO APOYO A LA GESTION PARA APOYAR LA EJECUCION DEL DISTRITO EN TEMAS DE CONVIVENCIA Y SEGURIDAD CIUDADANA EN EL MARCO DEL PROYECTO APOYO A LA PROMOCIÓN DE ENTORNOS SEGUROS PARA LA CONVIVENCIA Y SEGURIDAD CIUDADANA EN EL DISTRITO DE BARRANCABERMEJA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2683349&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3411568,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN; PARA APOYAR LAS ACCIONES DE LA DIMENSIÒN GESTIÓN DIFERENCIAL DE POBLACIONES VULNERABLES DEL PDSP; EN DESARROLLO DEL PROYECTO IMPLEMENTACIÓN DE ACCIONES DE PROMOCIÓN Y PARTICIPACIÓN SOCIAL EN POBLACIONES VULNERABLES DEL DISTRITO DE BARRANCABERMEJA; DEPAR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2704516&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3504482,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Apoyo a la gestión,,PRESTAR SUS SERVICIOS DE APOYO A LA GESTION COMO FORMADOR EN EL AREA DE DANZA FOLCLORICA EN MARCO DEL PROGRAMA DE ESCUELAS DE FORMACION ARTISTICA Y CULTURAL DE LA SECRETARIA DE CULTURA TURISMO Y PATRIMONIO EN EL AMBITO DE LAS ACTIVIDADES DEL PROYECTO APOYO AL DESARROLLO DE ACCIONES PARA IMPLEMENTAR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2777003&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3507367,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTACION DE SERVICIOS COMO APOYO A LA GESTION EN ACTIVIDADES DIRIGIDAS AL USO ADECUADO DE LOS ENTORNOS SEGUROS EN EL MARCO DEL PROYECTO APOYO A LA PROMOCION DE ENTORNOS SEGUROS PARA LA CONVIVENCIA Y SEGURIDAD CIUDADANA EN EL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2779632&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3510084,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,obra,PRESTACION DE SERVICIOS COMO APOYO A LA GESTION PARA APOYAR DESDE SU CONOCIMIENTO EN EL MANTENIMIENTO DE REDES Y SISTEMAS ELECTRICOS EN LAS LABORES DESARROLLADAS POR EL GRUPO DE CONSTRUCCION DE LA SECRETARIA DE INFRAESTRUCTURA EN DESARROLLO DEL PROYECTO FORTALECIMIENTO INSTITUCIONAL Y MEJORAMIENTO C,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2781951&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3555878,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA ACOMPAÑAR LAS ACTIVIDADES DESARROLLADAS POR LA ALCALDIA DISTRITAL DE BARRANCABERMEJA EN MARCO DEL PROYECTO DE FORTALECIMIENTO INSTITUCIONAL Y MEJORAMIENTO CONTINUO DE LOS PROCESOS Y LAS POLÍTICAS DE GESTIÓN Y DESEMPEÑO INSTITUCIONAL DE LA ALCALDÍA D,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2817925&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4019554,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTAR SERVICIOS COMO APOYO A LA GESTION PARA ATENDER LAS ACTIVIDADES DESARROLLADAS DESDE EL GRUPO DE VENTANILLA UNICA; SUBGRUPO ATENCION CONVENCIONAL DE LA OFICINA DE RELACION CON EL CIUDADANO DEL DISTRITO DE BARRANCABERMEJA EN EL MARCO DEL PROYECTO FORTALECIMIENTO INSTITUCIONAL Y MEJORAMIENTO CON,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3271399&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4044168,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTACIÓN DE SERVICIOS COMO APOYO A LA GESTIÓN PARA APOYAR AL DISTRITO EN TEMAS DE CONVIVENCIA Y SEGURIDAD CIUDADANA EN EL MARCO DEL PROYECTO APOYO A LA PROMOCIÓN DE ENTORNOS SEGUROS PARA LA CONVIVENCIA Y SEGURIDAD CIUDADANA EN EL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3301284&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4073800,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Apoyo a la gestión,,CONTRATO DE PRESTACIÓN DE SERVICIO DE APOYA A LA GESTIÓN EN LA DEPURACIÓN DEL PASIVO PENSIONAL DOCENTE DESDE LA SECRETARIA DE EDUCACIÓN DEL DISTRITO DE BARRANCABEREMEJA-SANTANDER,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3338330&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4124254,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN; PARA FORTALECER LOS TEMAS ADMINISTRATIVOS; ARCHIVÍSTICOS Y DE GESTIÓN DOCUMENTAL DE LA SECRETARIA DE EMPRESA EMPLEO Y EMPRENDIMIENTO DE LA ALCALDÍA DISTRITAL DE BARRANCABERMEJA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3403772&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4251936,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA REALIZAR ACTIVIDADES DE DISEÑO GRÁFICO PARA DIFUSIÓN SOBRE TODOS LAS ACTIVIDADES QUE SE GENEREN DESDE LA SECRETARÍA DE CULTURA; TURISMO Y PATRIMONIO DEL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3570555&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4266170,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA ATENDER LAS ACTIVIDADES DESARROLLADAS DESDE EL GRUPO DE ATENCIÓN VIRTUAL SUB GRUPO DOZZIER; Y EL GRUPO VENTANILLA ÚNICA SUB GRUPO ATENCIÓN CONVENCIONAL DE LA OFICINA DE RELACIÓN CON EL CIUDADANO EN DESARROLLO DEL PROYECTO DE FORTALECIMIENTO INSTITUC,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3585164&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4270524,2022,Alcaldía Distrital de Barrancabermeja,Apoyo a la gestión,Sin rol,,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA ACOMPAÑAR LOS DIFERENTES PROCESOS ADMINISTRATIVOS DESARROLLADOS DESDE LA SUBSECRETARIA DE SEGURIDAD CIUDADANA EN DESARROLLO DEL PROYECTO DE FORTALECIMIENTO INSTITUCIONAL Y MEJORAMIENTO CONTINUO DE LOS PROCESOS Y LAS POLITICAS DE GESTION Y DESEMPEÑO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3589410&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3462274,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTAR SERVICIOS PROFESIONALES COMO LICENCIADA CON EXPERIENCIA EN ATENCION ESPECIAL DE LAS PERSONAS CON DISCAPACIDAD PARA DESARROLLAR ACCIONES DE FORMACION EN RELACION CON LA VALORACION DE LA CAPACIDAD LEGAL DE LAS PERSONAS EN SITUACION DE DISCAPACIDAD,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2743939&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3466028,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTAR LOS SERVICIOS PROFESIONALES COMO INGENIERO INDUSTRIAL PARA ACOMPAÑAR EL DISEÑO Y APLICACION DE LAS ESTRATEGIAS DERIVADAS DEL PROYECTO APOYO PARA LA IMPLEMENTACION DEL PROGRAMA JOVENES EXPERIENCIA CERO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2746920&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3498967,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,obra,PRESTACION DE SERVICIOS PROFESIONALES COMO ARQUITECTO EN GESTIÓN TÉCNICA; SEGUIMIENTO Y OPERATIVA PARA LOS SERVICIOS GENERALES DE CONSTRUCCIÓN DE CARRETERAS (EXCEPTO CARRETERAS ELEVADAS); CALLES EN DESARROLLO DEL PROYECTO PAVIMENTACIÓN Y MEJORAMIENTO VIAS VEHICULARES EN LOS DIFERENTES SECTORES DEL D,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2770403&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3525384,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Sin rol,,PRESTACION DE SERVICIOS PROFESIONALES COMO PRODUCTOR AUDIOVISUAL PARA APOYAR LAS DIFERENTES ACTIVIDADES DESARROLLADAS POR LA ALCALDIA DISTRITAL DE BARRANCABERMEJA .,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2793247&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3557266,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTACION DE SERVICIOS PROFESIONALES COMO PSICOLOGA PARA APOYAR LAS DIFERENTES ACTIVIDADES DESARROLLADAS POR LA ALCALDIA DISTRITAL DE BARRANCABERMEJA EN MARCO DEL PROYECTO FORTALECIMIENTO INSTITUCIONAL Y MEJORAMIENTO CONTINUO DE LOS PROCESOS Y LAS POLÍTICAS DE GESTIÓN Y DESEMPEÑO INSTITUCIONAL DE L,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2819151&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3809360,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO INGENIERA INDUSTRIAL PARA EL FORTALECIMIENTO AL PROYECTO IMPLEMENTACIÓN DE ACCIONES DE LA POLÍTICA PÚBLICA DE FAMILIAS EN EL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3037986&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3852730,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO INGENIERA AMBIENTAL PARA LA REVISIÓN Y FORMULACIÓN DE LOS DIFERENTES PROYECTOS DE INVERSIÓN DEL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3077837&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3882675,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Sin rol,,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO ENFERMERA; ESPECIALISTA EN GERENCIA EN SERVICIOS DE SALUD; PARA BRINDAR APOYO Y FORTALECER LAS ACCIONES Y/O ACTIVIDADES DEL COMPONENTE ENFERMEDADES INMUNOPREVENIBLES; DE LA DIMENSIÓN VIDA SALUDABLE Y ENFERMEDADES TRANSMISIBLES DEL PDSP; EN DESARROLLO DEL PR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3112482&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.3971977,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTACION DE  SERVICIOS PROFESIONALES COMO INGENIERA AGRONOMA ESPECIALISTA EN PREVENCION; REDUCCION Y ATENCION DE DESASTRES; PARA EL DESARROLLO DEL PROYECTO APOYO PARA EL FORTALECIMIENTO DE LAS ESTRATEGIAS PARA EL CONOCIMIENTO; PREVENCIÓN Y ATENCIÓN EN LA GESTIÓN DEL RIESGO DE DESASTRES EN EL DISTR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3212915&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4002965,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO ABOGADO; EN DESARROLLO DEL PROYECTO FORTALECIMIENTO EN EL DESARROLLO DE LOS PROCESOS INTERNOS DE LA SECRETARIA DE PLANEACIÓN DISTRITAL EN BARRANCABERMEJA; SANTANDER.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3252050&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4006734,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTACION DE SERVICIOS PROFESIONALES COMO PSICOLOGA PARA BRINDAR ACOMPAÑAMIENTO AL PROYECTO APOYO AL DESARROLLO DE ACCIONES PARA LA ATENCION INTEGRAL Y ELIMINACION DE TODO TIPO DE VIOLENCIAS CONTRA LAS MUJERES DEL DISTRITO DE BARRANCABERMEJA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3256740&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4009915,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Sin rol,,PRESTAR SERVICIOS PROFESIONALES EN NEGOCIOS INTERNACIONALES PARA APOYAR LAS DIFERENTES ACTIVIDADES EN EL MARCO DEL PROYECTO DE FORTALECIMIENTO A LAS DIFERENTES ESTRATEGIAS QUE PROMUEVAN LA GENERACIÓN Y FORMALIZACIÓN DE EMPLEO; EMPRESA Y EMPRENDIMIENTO DEL DISTRITO DE BARRANCABERMEJA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3261113&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4010386,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO INGENIERO DE SISTEMAS; PARA FORTALECER Y APOYAR LA IMPLEMENTACIÓN DE LA POLÍTICA DE SIMPLIFICACIÓN DE PROCESOS Y DESARROLLO DE APLICATIVOS  DEL  MIPG; EN DESARROLLO DEL PROYECTO FORTALECIMIENTO INSTITUCIONAL Y MEJORAMIENTO CONTINUO DE LOS PROCESOS Y LAS POL,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3262221&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4035798,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTACION DE SERVICIOS PROFESIONALES COMO INGENIERO EN HIGIENE Y SEGURIDAD INDUSTRIAL PARA DESARROLLAR ACTIVIDADES EN EL MARCO DEL PROYECTO DE IMPLEMENTACION DE LA ESTRATEGIA DE DESARROLLO RURAL LOCAL SOY RURAL EN EL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3291549&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4162319,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTACIÓN DE SERVICIOS COMO INGENIERA AGROINDUSTRIAL ESPECIALISTA EN EVALUACIÓN Y GERENCIA DE PROYECTOS PARA APOYAR LOS DIFERENTES PROGRAMAS Y PROYECTOS DESARROLLADOS DESDE LA SECRETARIA DE AGRICULTURA PESCA Y DESARROLLO RURAL DE LA ALCALDÍA DISTRITAL DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3451135&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4199023,2022,Alcaldía Distrital de Barrancabermeja,Profesional,Profesional,,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO TRABAJADORA SOCIAL; EN DESARROLLO DEL PROYECTO FORTALECIMIENTO DEL PROCESO DE LEGALIZACIÓN DE ASENTAMIENTOS HUMANOS EN EL DISRITO DE BARRANCABERMEJA; SANTANDER.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3500145&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4476536,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTACIÓN DE SERVICIOS COMO TOPÓGRAFO PARA BRINDAR ASESORÍA; APOYO Y ACOMPAÑAMIENTO TÉCNICO A LA SECRETARIA DE RECURSO FÍSICO DEL DISTRITO DE BARRANCABERMEJA EN EL MARCO DEL PROYECTO DE FORTALECIMIENTO INSTITUCIONAL A LA GESTIÓN ADMINISTRATIVA; JURÍDICA Y FINANCIERA DE LA SECRETARIA DE RECURSO FÍSI,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3838980&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4514013,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTACIÓN DE SERVICIOS COMO APOYO A LA GESTIÓN DE TOPOGRAFÍA PARA OTROS SERVICIOS PROFESIONALES; TÉCNICOS Y EMPRESARIALES EN DESARROLLO DEL PROYECTO ADQUISICIÓN DE PREDIOS Y ACCIONES COMPLEMENTARIAS DE GESTIÓN; APOYO Y SEGUIMIENTO PARA LA INFRAESTRUCTURA ESTRATÉGICA DEL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3876960&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4567514,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN ADMINISTRATIVA Y LABORES SECRETARIALES PARA OTROS SERVICIOS PROFESIONALES; TÉCNICOS Y EMPRESARIALES EN DESARROLLO DEL PROYECTO ADQUISICIÓN DE PREDIOS Y ACCIONES COMPLEMENTARIAS DE GESTIÓN; APOYO Y SEGUIMIENTO PARA LA INFRAESTRUCTURA ESTRATÉGICA DEL DISTR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3935581&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4577002,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTACION DE SERVICIOS COMO APOYO A LA GESTION DE TOPOGRAFIA PARA OTROS SERVICIOS PROFESIONALES; TECNICOS Y EMPRESARIALES EN DESARROLLO DEL PROYECTO ADQUISICION DE PREDIOS Y ACCIONES COMPLEMENTARIAS DE GESTION; APOYO Y SEGUIMIENTO PARA LA INFRAESTRUCTURA ESTRATEGICA DEL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3947483&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4579779,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA OTROS SERVICIOS PROFESIONALES; TECNICOS Y EMPRESARIALES EN DESARROLLO DEL PROYECTO ADQUISICION DE PREDIOS Y ACCIONES COMPLEMENTARIAS DE GESTION; APOYO Y SEGUIMIENTO PARA LA INFRAESTRUCTURA ESTRATEGICA DEL DISTRITO DE BARRANCABERMEJA SANTANDER,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3951254&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4587520,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTACIÓN DE SERVICIOS COMO APOYO A LA GESTIÓN DE TOPOGRAFÍA PARA OTROS SERVICIOS PROFESIONALES; TÉCNICOS Y EMPRESARIALES EN DESARROLLO DEL PROYECTO ADQUISICIÓN DE PREDIOS Y ACCIONES COMPLEMENTARIAS DE GESTIÓN; APOYO Y SEGUIMIENTO PARA LA INFRAESTRUCTURA ESTRATÉGICA DEL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3959854&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4886908,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTAR SERVICOS PROFESIONALES COMO ECONIMISTA EN LAS ACCIONES ADMINISTRATIVAS Y ESTRATEGICAS EJECUTADAS DESDE EL PROYECTO DE INVERSION IMPLEMENTACION DE ESTRATEGIAS ORIENTADAS A GARANTIZAR EL GOCE Y DISFRUTE DEL ESPACIO PUBLICO Y CONTROL URBANO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4320676&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.4900557,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTAR SUS SERVICIOS PROFESINALES EN GESTIÓN EMPRESARIAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO DE LA ESTRATEGIA DE COMUNICACIONES DEL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4340619&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.5092279,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN ADMINISTRATIVA Y LABORES SECRETARIALES PARA OTROS SERVICIOS PROFESIONALES; TECNICOS Y EMPRESARIALES EN DESARROLLO DEL PROYECTO ADQUISICION DE PREDIOS Y ACCIONES COMPLEMENTARIAS DE GESTION; APOYO Y SEGUIMIENTO PARA LA INFRAESTRUCTURA ESTRATEGICA DEL DISTR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4586303&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.5102284,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTACION DE SERVICIOS COMO APOYO A LA GESTION DE TOPOGRAFIA PARA OTROS SERVICIOS PROFESIONALES; TECNICOS Y EMPRESARIALES EN DESARROLLO DEL PROYECTO ADQUISICION DE PREDIOS Y ACCIONES COMPLEMENTARIAS DE GESTION; APOYO Y SEGUIMIENTO PARA LA INFRAESTRUCTURA ESTRATEGICA DEL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4598044&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
CO1.PCCNTR.5102994,2023,Alcaldía Distrital de Barrancabermeja,Ambiguo,Sin rol,,PRESTACIÓN DE SERVICIOS COMO APOYO A LA GESTIÓN DE TOPOGRAFÍA PARA OTROS SERVICIOS PROFESIONALES; TÉCNICOS Y EMPRESARIALES EN DESARROLLO DEL PROYECTO ADQUISICION DE PREDIOS Y ACCIONES COMPLEMENTARIAS DE GESTION; APOYO Y SEGUIMIENTO PARA LA INFRAESTRUCTURA ESTRATEGICA DEL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4598737&isFromPublicArea=True&isModal=true&asPopupView=true,03.v2.1,,,,,
